query_id,latency_s,recall_at_5,vectors_examined,retrieved_doc_ids
436,0.0007550716400146484,1.0,5183,"['14637235', '18037805', '36831892', '34034749', '28271439']"
437,0.0010559558868408203,0.0,5183,"['3391547', '5765455', '2359152', '5782614', '8385277']"
439,0.0012669563293457031,1.0,5183,"['4423559', '6729465', '39291138', '9629682', '18575183']"
440,0.0007441043853759766,1.0,5183,"['4423559', '39291138', '23804187', '6729465', '5944514']"
443,0.0013380050659179688,1.0,5183,"['10165258', '4380004', '19583924', '9911547', '13980338']"
452,0.0009868144989013672,0.0,5183,"['9154703', '21855837', '12014458', '9196472', '40254495']"
475,0.0012040138244628906,0.0,5183,"['3468459', '38533515', '21626639', '195689757', '8724666']"
478,0.0014562606811523438,1.0,5183,"['14767844', '10562341', '1605392', '14719322', '6163801']"
491,0.0005910396575927734,1.0,5183,"['56893404', '25969485', '24725136', '21472388', '1576955']"
501,0.0006258487701416016,1.0,5183,"['17930286', '24510595', '24865781', '8570317', '6191684']"
502,0.0005941390991210938,0.0,5183,"['143796742', '21323587', '17626822', '13906581', '10509344']"
507,0.0006258487701416016,0.0,5183,"['7433668', '7386360', '23801039', '24707550', '37269418']"
508,0.002540111541748047,0.0,5183,"['623486', '13116880', '18374364', '25516011', '25985964']"
513,0.002924203872680664,1.0,5183,"['12770738', '13230773', '6647414', '4463588', '2820454']"
514,0.0007662773132324219,1.0,5183,"['16256507', '4462079', '3034412', '36960449', '9555784']"
516,0.0010728836059570312,1.0,5183,"['29564505', '40935722', '21287352', '20109325', '18988265']"
517,0.0017561912536621094,0.0,5183,"['24704139', '23577867', '26244918', '17324544', '19658917']"
521,0.002338886260986328,1.0,5183,"['34873974', '29526125', '25028913', '3056682', '23633726']"
525,0.0009708404541015625,1.0,5183,"['13639330', '2754534', '20028729', '2151983', '5860364']"
527,0.0006270408630371094,1.0,5183,"['3863543', '5765455', '1617327', '20977638', '13293033']"
528,0.0005807876586914062,1.0,5183,"['5476778', '19327364', '24512064', '18275697', '8325952']"
532,0.000720977783203125,1.0,5183,"['12991445', '21372171', '72933407', '2391552', '25028913']"
533,0.0006229877471923828,1.0,5183,"['12991445', '21372171', '1387104', '72933407', '25028913']"
535,0.0023763179779052734,0.0,5183,"['2138843', '43417006', '11953232', '44660616', '13448422']"
536,0.0008218288421630859,1.0,5183,"['16056514', '86211914', '4951831', '17506075', '4462155']"
539,0.0008528232574462891,1.0,5183,"['13282296', '10190462', '11953232', '1904291', '14682243']"
540,0.0008242130279541016,0.5,5183,"['46451940', '11886686', '45154987', '2225918', '23869951']"
544,0.0016841888427734375,1.0,5183,"['1970884', '11784947', '3493623', '24221369', '2566674']"
549,0.0009961128234863281,1.0,5183,"['9433958', '5137019', '7820043', '13189693', '26731863']"
551,0.0007429122924804688,1.0,5183,"['8903143', '2714623', '9283422', '11195653', '33499189']"
552,0.0026099681854248047,1.0,5183,"['1471041', '27772649', '14340571', '13578199', '10675756']"
554,0.0010619163513183594,0.0,5183,"['9225850', '52925737', '4911006', '9878167', '31624828']"
560,0.0007302761077880859,0.0,5183,"['1855679', '13798951', '11233339', '991137', '39084565']"
569,0.0008540153503417969,1.0,5183,"['23460562', '37311371', '3155731', '991137', '10765888']"
575,0.0007030963897705078,1.0,5183,"['10300888', '4421746', '9548440', '8250852', '1631583']"
577,0.0007328987121582031,1.0,5183,"['8133050', '5289038', '21392703', '40900567', '26474812']"
578,0.0011141300201416016,1.0,5183,"['8764879', '33796570', '12315072', '3559136', '39048693']"
587,0.0007989406585693359,1.0,5183,"['7142113', '16999023', '17717391', '40558887', '21855837']"
589,0.0006120204925537109,1.0,5183,"['10984005', '1831916', '1068106', '2475059', '1642727']"
593,0.0006630420684814453,1.0,5183,"['19675911', '13481731', '31889025', '20945963', '33533307']"
597,0.002031087875366211,1.0,5183,"['12779444', '25742130', '32423829', '36355784', '76415938']"
598,0.0007450580596923828,1.0,5183,"['46695481', '36355784', '76415938', '27873158', '25742130']"
613,0.0022249221801757812,1.0,5183,"['9638032', '16208091', '16056410', '22543403', '35884026']"
619,0.0006241798400878906,0.0,5183,"['1171121', '5254741', '313403', '6334188', '24575065']"
623,0.0007221698760986328,1.0,5183,"['22843838', '17000834', '4462079', '36960449', '43226130']"
628,0.0005729198455810547,1.0,5183,"['24512064', '23326722', '28738741', '5735492', '601033']"
636,0.0006480216979980469,1.0,5183,"['24294572', '42708716', '6492658', '11289247', '19752008']"
637,0.0006542205810546875,1.0,5183,"['6129301', '24318630', '25649714', '31612088', '20334484']"
641,0.0011608600616455078,0.5,5183,"['5912283', '24865781', '21373821', '17973630', '26150367']"
644,0.0022840499877929688,1.0,5183,"['13619127', '23577867', '26025820', '23377475', '13282296']"
649,0.0013461112976074219,0.0,5183,"['50670403', '60206680', '143381103', '24159217', '1338283']"
659,0.0006110668182373047,1.0,5183,"['1215116', '27264454', '3308636', '30741007', '10617916']"
660,0.0005831718444824219,1.0,5183,"['1215116', '3929361', '6503185', '8756719', '10617916']"
674,0.0006132125854492188,0.0,5183,"['7662206', '9814332', '5698494', '30981192', '9617381']"
684,0.0005900859832763672,1.0,5183,"['12881593', '34386619', '4942718', '35085326', '464511']"
690,0.0005939006805419922,0.0,5183,"['13580614', '4791384', '27162821', '26112696', '24557631']"
691,0.0014300346374511719,1.0,5183,"['10991183', '24881307', '29073751', '36345185', '28195565']"
692,0.002319812774658203,1.0,5183,"['24088502', '43587663', '42373943', '23203102', '25420421']"
693,0.0008146762847900391,1.0,5183,"['24088502', '43587663', '3698758', '9310407', '11349166']"
700,0.0039920806884765625,1.0,5183,"['4350400', '16557565', '1669173', '14926162', '14797520']"
702,0.0016021728515625,1.0,5183,"['4350400', '16557565', '1669173', '38675228', '14926162']"
715,0.0006105899810791016,0.0,5183,"['5409325', '13290521', '12440953', '2000038', '86602746']"
716,0.0006110668182373047,0.0,5183,"['13290521', '5409325', '4423220', '23356816', '13867350']"
718,0.0007429122924804688,1.0,5183,"['17587795', '175735', '4392608', '9291668', '22543403']"
721,0.0024602413177490234,1.0,5183,"['1834762', '12670680', '14853989', '28149602', '28015516']"
723,0.0009219646453857422,1.0,5183,"['5531479', '1871230', '20608982', '33920995', '25942757']"
727,0.0007841587066650391,1.0,5183,"['36444198', '22406695', '7521113', '8317408', '14492339']"
728,0.0007181167602539062,1.0,5183,"['36444198', '22406695', '7521113', '14492339', '8317408']"
729,0.0009622573852539062,1.0,5183,"['26851674', '7370282', '25353658', '24998637', '20344442']"
742,0.0016951560974121094,1.0,5183,"['32159283', '5698494', '6158879', '43629704', '24746892']"
743,0.0012879371643066406,1.0,5183,"['32159283', '6853699', '43629704', '27438378', '7454794']"
744,0.0008878707885742188,1.0,5183,"['4138659', '8460275', '6454371', '3468459', '16319097']"
756,0.0005919933319091797,1.0,5183,"['27134527', '17919731', '2831620', '8646760', '6669242']"
759,0.0006320476531982422,1.0,5183,"['1805641', '3929361', '12409683', '18074797', '10617916']"
768,0.0006108283996582031,1.0,5183,"['19497526', '1373287', '6421792', '80522346', '12217662']"
770,0.0009241104125976562,1.0,5183,"['15476777', '2492146', '195680777', '24634621', '15648443']"
775,0.0007166862487792969,0.0,5183,"['11569583', '43014661', '27635177', '31293581', '28441310']"
781,0.0006160736083984375,1.0,5183,"['24338780', '8246922', '40632104', '39084565', '6270720']"
783,0.0016407966613769531,0.0,5183,"['8246922', '1386103', '21878751', '39084565', '24338780']"
784,0.0008230209350585938,1.0,5183,"['16627684', '6285534', '28704738', '8318286', '2356950']"
785,0.0012118816375732422,0.0,5183,"['54440', '24979644', '7396492', '54561709', '17676273']"
793,0.0011489391326904297,1.0,5183,"['23403754', '8551160', '23887844', '8425533', '37549932']"
800,0.0019719600677490234,1.0,5183,"['9291668', '4679264', '22543403', '6040392', '22264117']"
805,0.0008828639984130859,1.0,5183,"['22180793', '17188921', '14149065', '3727986', '3118719']"
808,0.0006060600280761719,1.0,5183,"['36606083', '39729277', '7324039', '20821402', '84784389']"
811,0.0006301403045654297,1.0,5183,"['19799455', '8698208', '980008', '23868856', '7997337']"
814,0.0006439685821533203,1.0,5183,"['33387953', '39758684', '4886637', '21551568', '24144677']"
820,0.0012068748474121094,0.0,5183,"['25799020', '7268522', '84784389', '1256116', '35448676']"
821,0.0006260871887207031,0.0,5183,"['25799020', '84784389', '7268522', '1256116', '35448676']"
823,0.0006740093231201172,1.0,5183,"['15319019', '25014337', '2319305', '6426919', '6421792']"
830,0.003297090530395508,1.0,5183,"['52873726', '12737132', '6268106', '1897324', '36310858']"
831,0.0007040500640869141,0.0,5183,"['52873726', '12737132', '6268106', '4324278', '17055665']"
832,0.0016858577728271484,1.0,5183,"['30303335', '37964706', '19561411', '1605392', '10562341']"
834,0.0006248950958251953,0.0,5183,"['23100962', '23122306', '8536018', '32985041', '22995164']"
837,0.0015108585357666016,1.0,5183,"['15928989', '1780819', '4409524', '9239963', '16346504']"
839,0.0006642341613769531,1.0,5183,"['1469751', '6219790', '8182950', '17327939', '31715818']"
845,0.0005869865417480469,1.0,5183,"['29399239', '17741440', '2236768', '9878167', '43054703']"
847,0.0007500648498535156,1.0,5183,"['16787954', '4424888', '341324', '32023005', '15997009']"
852,0.0007522106170654297,1.0,5183,"['13843341', '474325', '8190282', '40867854', '14361849']"
859,0.0010848045349121094,1.0,5183,"['1982286', '45638119', '825728', '22049489', '1866911']"
870,0.0007650852203369141,0.0,5183,"['4345757', '43220289', '24625323', '1831916', '24704139']"
873,0.0007319450378417969,0.6,5183,"['4345757', '27393799', '29025270', '20288322', '3315558']"
879,0.0012240409851074219,1.0,5183,"['8426046', '36450001', '6535392', '84784389', '40412980']"
880,0.0008940696716308594,1.0,5183,"['8426046', '20725212', '18467982', '8126244', '84784389']"
882,0.0011131763458251953,1.0,5183,"['14803797', '44624045', '33684572', '12709184', '5687200']"
887,0.0013093948364257812,0.0,5183,"['7717468', '6599693', '40429879', '21855837', '2140513']"
903,0.0008130073547363281,1.0,5183,"['10648422', '5752492', '1454773', '15425958', '854417']"
904,0.0020759105682373047,1.0,5183,"['7370282', '2177022', '8997410', '25942757', '10607877']"
907,0.0011088848114013672,1.0,5183,"['6923961', '21181273', '6945691', '7975937', '6407356']"
911,0.0007350444793701172,1.0,5183,"['11254556', '10666475', '12130690', '12513042', '19843244']"
913,0.00098419189453125,0.0,5183,"['11238784', '11774598', '8458567', '9956893', '25677651']"
914,0.0006160736083984375,0.0,5183,"['8458567', '11238784', '11774598', '11557602', '9956893']"
921,0.0007100105285644531,1.0,5183,"['1642727', '50670403', '2424794', '17691617', '7965928']"
922,0.0006301403045654297,1.0,5183,"['17077004', '374902', '57121667', '14319754', '5548081']"
936,0.0006389617919921875,1.0,5183,"['5483793', '23100962', '18348376', '6961811', '52095986']"
956,0.0027413368225097656,0.0,5183,"['3127341', '6061927', '3610282', '20829129', '23601616']"
957,0.0007500648498535156,1.0,5183,"['123859', '6308416', '16355392', '22241778', '21369472']"
960,0.0006201267242431641,1.0,5183,"['8780599', '70704988', '12709184', '44624045', '36124058']"
967,0.0006840229034423828,1.0,5183,"['8997410', '7223604', '2119889', '12640810', '22767022']"
971,0.002190113067626953,0.75,5183,"['46695481', '27873158', '9764256', '6561200', '76415938']"
975,0.0007708072662353516,0.0,5183,"['4454788', '9159125', '34378726', '23509113', '45401535']"
982,0.0008528232574462891,1.0,5183,"['2988714', '10009203', '3468459', '6422576', '39291138']"
985,0.0007748603820800781,1.0,5183,"['6828370', '16364639', '12652963', '5253987', '32324430']"
993,0.0007197856903076172,1.0,5183,"['16472469', '26118532', '1226452', '25787749', '26607366']"
1012,0.0005900859832763672,1.0,5183,"['9745001', '26026009', '43122426', '6751418', '37912677']"
1014,0.000640869140625,1.0,5183,"['6277638', '16233471', '17195001', '4658268', '8460275']"
1019,0.004319906234741211,1.0,5183,"['196664003', '1225513', '11603066', '20620012', '12370190']"
1020,0.005491018295288086,1.0,5183,"['9433958', '10559501', '26731863', '5137019', '6144969']"
1021,0.00478816032409668,1.0,5183,"['9433958', '10559501', '26731863', '5137019', '6144969']"
1024,0.0034248828887939453,0.0,5183,"['6078882', '13916484', '8494570', '31902335', '4325398']"
1029,0.0020470619201660156,1.0,5183,"['11899391', '13923140', '2388819', '13940200', '8325952']"
1041,0.004110097885131836,0.0,5183,"['15778034', '9451052', '18694784', '18038955', '2817000']"
1049,0.0034911632537841797,0.0,5183,"['8925851', '24737389', '22482024', '36713289', '7487927']"
1062,0.0016880035400390625,1.0,5183,"['20381484', '25748308', '32985041', '36540079', '14972169']"
1086,0.002774953842163086,1.0,5183,"['39281140', '3981244', '12039953', '5691302', '25440070']"
1088,0.003692150115966797,1.0,5183,"['37549932', '4323425', '11900630', '6923961', '31902335']"
1089,0.0019481182098388672,1.0,5183,"['17628888', '23577014', '7915836', '21948782', '4418582']"
1099,0.00140380859375,0.0,5183,"['43629704', '21557614', '22420524', '5698494', '4687948']"
1100,0.0021140575408935547,0.0,5183,"['21557614', '43629704', '4687948', '22420524', '5698494']"
1104,0.0024940967559814453,1.0,5183,"['3898784', '32328114', '16760369', '11718220', '14973286']"
1107,0.002148866653442383,1.0,5183,"['29381091', '20532591', '14865329', '4854076', '25687558']"
1110,0.0017528533935546875,0.0,5183,"['24273592', '41310252', '36558211', '8529693', '70704988']"
1121,0.0013020038604736328,1.0,5183,"['4456756', '16398827', '29745822', '19571273', '15491404']"
1130,0.0006949901580810547,1.0,5183,"['17997584', '23912923', '3835423', '18546584', '12100963']"
1132,0.0005970001220703125,0.5,5183,"['15972906', '2714623', '41982985', '33499189', '34905328']"
1137,0.0006208419799804688,1.0,5183,"['33370', '9737083', '38355793', '41293601', '7898952']"
1140,0.0005970001220703125,1.0,5183,"['12009265', '4500832', '520579', '7613033', '12074066']"
1144,0.0014400482177734375,1.0,5183,"['10071552', '9822397', '6207111', '11201004', '3770750']"
1146,0.000762939453125,1.0,5183,"['13906581', '40905302', '5641851', '21323587', '17626822']"
1150,0.0013277530670166016,1.0,5183,"['11369420', '25832301', '10795340', '9478135', '8764879']"
1163,0.0009570121765136719,1.0,5183,"['15305881', '799586', '1914588', '13915464', '8721150']"
1175,0.0007390975952148438,0.0,5183,"['16280642', '26283293', '17518195', '42865134', '22191759']"
1179,0.004004001617431641,0.0,5183,"['20018321', '20725212', '3033830', '18467982', '16058322']"
1180,0.0007822513580322266,1.0,5183,"['31272411', '14474178', '44366096', '10627801', '15419873']"
1185,0.0006089210510253906,1.0,5183,"['41774099', '16737210', '21203899', '21859699', '7034001']"
1187,0.0006349086761474609,1.0,5183,"['52873726', '12737132', '51817902', '9199796', '20028729']"
1191,0.0006000995635986328,1.0,5183,"['13618987', '13916484', '18494847', '14019636', '30655442']"
1194,0.0006029605865478516,1.0,5183,"['11419230', '24706198', '32275758', '6636088', '26283293']"
1196,0.0006546974182128906,0.0,5183,"['154243324', '33135135', '6129301', '20334484', '36211049']"
1197,0.0006017684936523438,1.0,5183,"['33135135', '154243324', '20334484', '6129301', '25649714']"
1199,0.0011219978332519531,0.0,5183,"['7454794', '21557614', '7613033', '4687948', '43629704']"
1200,0.0024073123931884766,0.0,5183,"['21114100', '4417558', '13639330', '11195653', '23938319']"
1202,0.0006809234619140625,1.0,5183,"['34615397', '3475317', '21498497', '4928282', '24707550']"
1204,0.0007607936859130859,1.0,5183,"['31141365', '16630060', '3849194', '7426741', '52868579']"
1207,0.0010712146759033203,1.0,5183,"['18909530', '13116880', '8724666', '20186814', '12315072']"
1213,0.0007822513580322266,0.0,5183,"['23388442', '28647122', '17934603', '36444198', '8317408']"
1216,0.0008130073547363281,1.0,5183,"['24142891', '13958154', '4311206', '19756935', '25510546']"
1221,0.0017712116241455078,1.0,5183,"['19736671', '42836872', '8989616', '2402323', '9038803']"
1225,0.0009379386901855469,1.0,5183,"['9650982', '43334921', '6078882', '17088791', '14729253']"
1226,0.004816770553588867,1.0,5183,"['11951999', '33677323', '2086909', '13777138', '36950726']"
1232,0.0043487548828125,1.0,5183,"['13905670', '5922085', '24783597', '44672703', '25878014']"
1241,0.0010790824890136719,1.0,5183,"['4427392', '33904473', '14060030', '23716150', '106301']"
1245,0.0006647109985351562,1.0,5183,"['7662395', '40500723', '12779444', '1606628', '25691878']"
1259,0.0006330013275146484,1.0,5183,"['24341590', '13069283', '18340282', '10548391', '5855168']"
1262,0.001981019973754883,1.0,5183,"['44172171', '47018050', '21561474', '42520882', '461550']"
1266,0.0028390884399414062,1.0,5183,"['37480103', '17450673', '23557241', '27123743', '16322674']"
1270,0.0011229515075683594,1.0,5183,"['13900610', '34227917', '25806385', '14843502', '1102268']"
1271,0.004282236099243164,1.0,5183,"['13768432', '38040186', '15925931', '27550580', '1686881']"
1272,0.006896257400512695,0.0,5183,"['19521501', '24760136', '15685921', '7840442', '13621186']"
1273,0.0017349720001220703,1.0,5183,"['11041152', '24555417', '38127792', '21250322', '1889358']"
1274,0.0014607906341552734,0.6666666666666666,5183,"['27731651', '22632303', '7481159', '4406819', '7145763']"
1278,0.0006301403045654297,1.0,5183,"['22635278', '24278870', '3471191', '11335781', '21009874']"
1279,0.0006310939788818359,1.0,5183,"['11335781', '22635278', '4468861', '5991309', '3355397']"
1280,0.0025560855865478516,0.0,5183,"['37768883', '29214508', '36233757', '38805486', '25657127']"
1281,0.0007941722869873047,0.0,5183,"['36233757', '38805486', '37768883', '29214508', '25657127']"
1282,0.0008797645568847656,1.0,5183,"['23649163', '27944135', '39892135', '8428837', '14408200']"
1290,0.0006468296051025391,1.0,5183,"['4687948', '22420524', '33733520', '5698494', '11246427']"
1292,0.0007388591766357422,1.0,5183,"['56893404', '15663829', '24237492', '25571386', '25599283']"
1298,0.0008308887481689453,1.0,5183,"['11718220', '79231308', '1387104', '29981186', '34338075']"
1303,0.0006361007690429688,1.0,5183,"['12631697', '21323758', '8771704', '7734150', '40631095']"
1316,0.0007450580596923828,0.0,5183,"['37311371', '24879055', '5508750', '27243019', '6961811']"
1319,0.0005979537963867188,1.0,5183,"['16284655', '2437807', '46193388', '12742164', '14192687']"
1320,0.0011279582977294922,1.0,5183,"['16284655', '2437807', '803312', '36637129', '46193388']"
1332,0.001683950424194336,0.0,5183,"['20722510', '12705056', '39264456', '36386637', '24998637']"
1335,0.0008578300476074219,1.0,5183,"['27910499', '27243019', '5508750', '6961811', '37311371']"
1336,0.0007750988006591797,1.0,5183,"['27910499', '27243019', '33535222', '24795767', '20220731']"
1337,0.0006961822509765625,1.0,5183,"['20231138', '19149247', '6422576', '86231298', '1635872']"
1339,0.0007288455963134766,1.0,5183,"['15482274', '16495649', '52874170', '45276789', '79231308']"
1344,0.0013110637664794922,1.0,5183,"['6896063', '9559146', '3230557', '35543846', '43880096']"
1352,0.0007569789886474609,1.0,5183,"['12885341', '10559501', '7820043', '14474178', '35395662']"
1359,0.0007517337799072266,1.0,5183,"['11614737', '5114940', '34369306', '8570690', '5551138']"
1362,0.0017018318176269531,0.0,5183,"['12549585', '2056197', '5254741', '22867765', '25175997']"
1363,0.0014269351959228516,0.0,5183,"['12549585', '7711685', '4890578', '25175997', '22867765']"
1368,0.0011098384857177734,1.0,5183,"['2425364', '33740844', '23267371', '275294', '30786800']"
1370,0.0009429454803466797,1.0,5183,"['2425364', '30786800', '21553394', '33740844', '23267371']"
1379,0.0006918907165527344,0.75,5183,"['17450673', '16322674', '27123743', '37480103', '5487448']"
